"1863","1165","0.20225995873897262","750","0.28603877677367767","1171","0.18181818181818182","1190","0.26111648393354675","834","0.4767312946227962"
"1415","1917","0.07071067811865474","1480","0.11180339887498948","9","0.17928429140015903","400","0.10846522890932808","378","0.12403473458920847"
"583","1206","0.48795003647426655","1147","0.20203050891044214","592","0.10482848367219183","1360","0.23904572186687872","1230","0.3903600291794132"
"485","1165","0.17928429140015903","1171","0.16116459280507606","1203","0.12964074471043288","1187","0.2452557357939863","834","0.40406101782088427"
"1846","1734","0.15384615384615385","138","0.24019223070763074","1774","0.17541160386140586","1748","0.294174202707276","1732","0.20801257358446093"
"298","1360","0.19611613513818407","1415","0.062017367294604234","1374","0.16724840200141816","1358","0.21350420507344953","1242","0.3508232077228117"
"1652","1029","0.2773500981126146","199","0.17541160386140586","197","0.20965696734438366","629","0.26906911759852503","1800","0.43852900965351466"
"1600","1030","0.17541160386140586","975","0.17541160386140586","986","0.1632993161855452","1029","0.23904572186687872","367","0.2631174057921088"
"1396","400","0.17407765595569785","973","0.24019223070763074","1776","0.13608276348795434","1826","0.3857583749052298","1822","0.23145502494313788"
"1255","192","0.14907119849998599","1917","0.0816496580927726","1480","0.11009637651263604","1389","0.0778498944161523","2025","0.08606629658238703"
"1131","1631","0.21213203435596423","1601","0.23094010767585027","1566","0.14907119849998599","1648","0.1976423537605237","1661","0.2581988897471611"
"795","1147","0.14824986333222026","1171","0.19611613513818407","592","0.08006407690254358","1360","0.18490006540840973","1415","0.056613851707229795"
"568","1206","0.39223227027636814","1147","0.14824986333222026","592","0.07692307692307693","1360","0.18490006540840973","1230","0.3144854510165755"
"1354","829","0.27386127875258304","1925","0.21764287503300347","400","0.17541160386140586","973","0.22360679774997896","1776","0.12649110640673517"
"1655","1030","0.24174688920761409","975","0.23354968324845687","1029","0.3418817293789138","199","0.20100756305184242","197","0.25087260300212727"
"393","1762","0.19999999999999998","1774","0.1732050807568877","1570","0.2864459496157732","1749","0.11009637651263604","1770","0.19999999999999998"
